OBESITY_zip,LocationName,lat,lng
24.7,92082,33.3,-117
46.5,93624,36.4,-120.09
33.1,93550,34.5,-118.1
34.2,92250,32.9,-115.2
37.4,93267,36.1,-119.1
23.2,92101,32.72,-117.18
24.5,92705,33.74,-117.81
36.1,93554,35.373,-117.649
37.8,92301,34.6,-117.5
29.7,92508,33.89,-117.33
23.6,92065,33,-116.8
22.3,93262,36.608,-118.753
30.4,93434,34.9,-120.6
36.8,92570,33.8,-117.3
31.4,92256,34.1,-116.6
36.2,93286,36.5,-119.1
46.3,93234,36.21,-120.09
29.2,92883,33.76,-117.49
34.1,92395,34.52,-117.3
34.4,93612,36.81,-119.71
37.9,92236,33.69,-116.15
28.8,92321,34.25,-117.16
30.8,91786,34.1,-117.66
27.6,92704,33.72,-117.91
31.6,91761,34.03,-117.59
44.7,93640,36.7,-120.4
43.5,93608,36.5,-120.3
37.3,93654,36.6,-119.4
35.2,93240,35.62,-118.42
39,93203,35.1,-118.8
38.5,93280,35.6,-119.5
24.8,93427,34.6,-120.2
35.8,93205,35.5,-118.4
23.2,92071,32.86,-116.99
28.9,91905,32.7,-116.3
18.1,91755,34.05,-118.11
35.5,93268,35.2,-119.4
31.4,92532,33.71,-117.31
28.5,93312,35.4,-119.12
32.6,91763,34.07,-117.7
36.6,93666,36.52,-119.39
24.5,93465,35.5,-120.8
26.8,92866,33.78,-117.84
29.4,93458,34.96,-120.5
29.2,91980,32.59,-116.59
34.3,92239,33.76,-115.43
32.6,92590,33.49,-117.23
29,91963,32.63,-116.59
29.1,92707,33.71,-117.87
38.2,92225,33.8,-115.1
40.9,92283,33.1,-114.9
33.1,93535,34.7,-117.9
34.2,92275,33.2,-116
26.8,93043,34.16,-119.21
21.7,91745,34,-117.98
34.2,93306,35.5,-118.8
34.1,92582,33.81,-117.02
21.5,92683,33.75,-117.99
34.8,92243,32.7,-115.8
32.1,93561,35.1,-118.4
46.2,92233,33.2,-115.5
29.2,91733,34.05,-118.05
26.5,92025,33.09,-117.06
22.4,93424,35.181,-120.732
39.2,93627,36.54,-120.12
26.8,93604,37.5,-119.3
26.6,93623,37.47,-119.66
31.4,92259,32.75,-116.03
28.4,91737,34.18,-117.55
25.2,93103,34.43,-119.68
41,93204,35.9,-120.1
21.3,92123,32.81,-117.14
34.4,93238,35.73,-118.37
28.8,93720,36.86,-119.76
36.4,93301,35.39,-119.02
32,93265,36.2,-118.7
36.8,92240,33.92,-116.53
30.9,92336,34.15,-117.46
29.9,93426,35.9,-121.1
27.9,93645,37.18,-119.64
31.5,92391,34.24,-117.23
24.6,91773,34.12,-117.81
27.4,93536,34.7,-118.5
22.4,93105,34.5,-119.8
27.9,92066,33.3,-116.3
21.3,92119,32.81,-117.03
37.3,93239,36,-119.9
20.9,92106,32.73,-117.23
31.3,92386,34.243,-116.826
34.7,92509,34,-117.44
25.3,93065,34.27,-118.79
20.7,92662,33.607,-117.893
36.2,92249,32.73,-115.48
34.3,93638,37,-120
33.3,92220,33.9,-116.8
25.1,93430,35.5,-120.9
24.7,93042,34.12,-119.12
28.9,92591,33.53,-117.1
29.8,92397,34.37,-117.62
24.4,91750,34.15,-117.73
29.4,92562,33.5,-117.3
15.6,92147,32.7228,-117.2184
24.2,92104,32.74,-117.13
32.6,95466,39.1,-123.5
16,94111,37.81,-122.41
32.2,95076,36.9,-121.7
34.2,93932,35.96,-121.04
32.9,95457,38.9,-122.5
31,95615,38.31,-121.55
29.1,95684,38.6,-120.6
26.7,95612,38.4,-121.6
30.9,93962,36.6,-121.6
37.5,93725,36.6,-119.7
27.6,95305,37.827,-120.254
23.5,95604,38.9,-121.1
28.8,95569,40.37,-123.88
20.6,94597,37.92,-122.07
15.9,94613,37.7772,-122.1855
24,94971,38.247,-122.905
26.6,94608,37.83,-122.29
28.5,95526,40.4,-123.6
28.7,95224,38.205,-120.368
33.5,95351,37.63,-120.98
29.3,95407,38.39,-122.75
28.5,95665,38.39,-120.66
16.6,94114,37.76,-122.44
24.6,95037,37.1,-121.7
22.1,94501,37.77,-122.28
29,95445,38.8,-123.5
26.8,95073,37.03,-121.93
25.6,94599,38.4,-122.36
17.5,94030,37.61,-122.4
20.9,94066,37.62,-122.44
26,95564,40.8,-124.21
24.8,94602,37.8,-122.2
26.5,94609,37.83,-122.26
16.6,94015,37.68,-122.48
30.1,95225,38.182,-120.889
17.3,94304,37.42,-122.16
23.3,94965,37.9,-122.6
25.7,95628,38.66,-121.26
26.9,95519,41,-124
29.9,95226,38.24,-120.86
16.7,95129,37.31,-122
15.3,94132,37.72,-122.48
32.1,95417,39.7,-123.6
27.3,95565,40.46,-124.02
20.8,94707,37.9,-122.28
31.1,95427,39.29,-123.58
24.3,94535,38.26,-121.91
29.3,95310,38.05,-120.4
20.8,94549,37.9,-122.12
29.3,95559,40.21,-123.788
21.4,94062,37.4,-122.3
27.7,95110,37.34,-121.91
27.5,95589,40.1,-124
21.1,94044,37.63,-122.49
21.6,94124,37.73,-122.38
23.2,95123,37.24,-121.84
27.8,95540,40.6,-124.1
23.3,95139,37.22,-121.75
34.9,93954,36.1293,-121.0195
32,95606,38.77,-122.21
31.1,95687,38.4,-121.9
26.5,95608,38.62,-121.33
35.1,95552,40.2,-123.2
24.9,95122,37.33,-121.84
30.2,95675,38.5463,-120.7434
22.9,94564,37.99,-122.28
28.9,95659,38.8,-121.6
15.6,95014,37.3,-122.07
27.9,95668,38.8,-121.5
32.1,95415,39.03,-123.39
23.2,94560,37.52,-122.05
15.4,94539,37.52,-121.9
20.1,94089,37.4,-122
19.8,94598,37.91,-122.05
29,95330,37.81,-121.34
22.2,94037,37.542,-122.512
25.2,95521,40.8,-124.1
28.6,95254,38.19,-120.96
34.1,95429,39.8,-123.3
22.2,94074,37.31,-122.35
26.6,95664,38.8,-121
29.3,95459,39,-123.6
24.9,95624,38.4,-121.3
15.5,94109,37.79,-122.42
21.6,94939,37.94,-122.53
30.3,94601,37.77,-122.22
27.8,95431,38.38,-122.52
16.3,95131,37.38,-121.89
20.2,94040,37.38,-122.09
26.9,95503,40.7,-124.1
24.7,94973,38.009,-122.642
32.9,95255,38.4,-120.3
27.6,95558,40.3,-124.2
20.7,94596,37.89,-122.04
25,94901,37.97,-122.5
34.4,93930,36.2,-121
28.3,95045,36.8,-121.5
20.3,94536,37.57,-121.99
29.2,95669,38.5,-120.9
22.9,94586,37.6,-121.9
29.1,95247,38.2,-120.4
21.4,94903,38.02,-122.54
31.2,95443,39.04,-122.74
29.3,95601,38.421,-120.827
18.9,95148,37.33,-121.77
31.8,94605,37.76,-122.16
31,95690,38.2,-121.6
23.2,94947,38.1,-122.64
27.4,95621,38.69,-121.31
16.3,94131,37.75,-122.44
30.1,95470,39.3,-123.3
25.1,95678,38.77,-121.28
32.4,95637,38.9,-122.3
23.8,94546,37.72,-122.08
27,94710,37.87,-122.31
18.9,94014,37.69,-122.44
24.6,94702,37.86,-122.29
35.4,95422,38.97,-122.64
20.7,94043,37.41,-122.09
30.8,94964,37.94,-122.49
27.7,95425,38.8,-123
28,95062,36.97,-121.99
32,95660,38.67,-121.38
31.1,95360,37.33,-121.04
30.2,93920,36.1,-121.6
30.3,94585,38.2,-121.9
16.8,95134,37.42,-121.97
33,95232,38.36,-120.57
20.1,94301,37.44,-122.15
22.5,94038,37.55,-122.51
25.9,95383,38.05,-120.24
12.8,94575,37.84,-122.1
33.7,93727,36.75,-119.68
34.7,95388,37.42,-120.58
22.8,94930,38,-122.7
31.9,95385,37.6,-121.25
27.3,94806,37.98,-122.33
23.3,94401,37.57,-122.32
26.9,95379,37.95,-120.24
30.8,95453,39,-122.9
18.3,94086,37.37,-122.02
19.1,94024,37.36,-122.09
32,95237,38.16,-121.13
33.3,95245,38.3,-120.6
28.6,95329,37.7,-120.5
19,94022,37.36,-122.15
15.9,94117,37.77,-122.44
27.1,95020,37,-121.5
27.5,94565,38,-121.9
18.3,94502,37.73,-122.24
29.7,95633,38.9,-120.8
32.6,95449,38.9,-123
35.2,95215,38,-121.1
27.9,95651,38.82,-120.94
36,95546,41.2,-123.7
24.9,94513,37.9,-121.7
31.2,95207,38,-121.32
24.4,93953,36.59,-121.95
22.7,94542,37.65,-122.04
25.5,94619,37.77,-122.15
30.7,95585,39.87,-123.7
29.8,95222,38,-120.6
28.1,95555,41.3,-123.9
31.1,95304,37.7,-121.4
14.1,94118,37.78,-122.46
36,93726,36.79,-119.76
25.2,95127,37.39,-121.78
18.4,94110,37.75,-122.42
27.9,94574,38.5,-122.5
26.2,95382,37.53,-120.85
24.4,94606,37.79,-122.25
27.8,95638,38.3,-121.1
32,95019,36.94,-121.78
28.7,95446,38.52,-122.99
24.7,94577,37.71,-122.16
16.6,94107,37.77,-122.39
19.6,94587,37.6,-122
29.3,95043,36.5,-121
24.9,95677,38.8,-121.23
27.1,95389,37.7,-119.6
29.1,95563,40.88,-123.54
28.9,95233,38.192,-120.37
21.6,95032,37.21,-121.92
25.7,95672,38.73,-120.98
26.2,94923,38.4,-123
27.5,95321,37.9,-120
27.6,95006,37.2,-122.2
35.4,94621,37.74,-122.21
17.8,94065,37.53,-122.23
30.5,94801,37.95,-122.36
24.8,94303,37.45,-122.12
29.9,95432,39.13,-123.66
29.2,95527,40.8,-123.4
14.1,95053,37.349,-121.938
26.4,95550,40.7,-123.8
25.1,95452,38.44,-122.54
33,95012,36.78,-121.74
13.9,94108,37.791,-122.409
27.7,94591,38.12,-122.2
31,95490,39.5,-123.3
25,94551,37.8,-121.7
30.4,95327,37.9,-120.5
25.9,95681,38.99,-121.35
30.1,95511,40.2,-123.6
18.3,94595,37.87,-122.07
24,95111,37.28,-121.83
35.1,95039,36.83,-121.77
25.1,94525,38.03,-122.19
23.6,95117,37.31,-121.97
29.1,95634,38.9,-120.7
31.2,95354,37.64,-120.97
26.1,95002,37.425,-121.976
30,95320,37.8,-121
23.3,94545,37.63,-122.12
20.3,94080,37.66,-122.42
28.2,94515,38.6,-122.6
14.4,94105,37.789,-122.395
29.8,95694,38.6,-122
33.2,95248,38.34,-120.517
12.9,94116,37.74,-122.48
34.2,95374,37.31,-120.88
25.3,94924,38,-122.8
25.6,95524,40.82,-124.05
31,95363,37.4,-121.3
19.9,94538,37.51,-121.99
32.5,95605,38.59,-121.54
26.1,94548,37.97,-121.666
27.2,93924,36.4,-121.6
31.8,94533,38.28,-122.02
31,95380,37.5,-120.9
23.3,94061,37.46,-122.24
26.9,94931,38.33,-122.72
23.3,95618,38.6,-121.7
23.3,94020,37.26,-122.23
29.3,95556,41.31,-123.5
30.1,95252,38.2,-120.8
31.8,95620,38.4,-121.8
26.8,95444,38.435,-122.869
30,95551,40.69,-124.22
26.2,93908,36.6,-121.6
21.4,94526,37.81,-121.99
31.1,94571,38.2,-121.7
29.2,95410,39.21,-123.68
35.3,95203,37.95,-121.32
33.7,95246,38.2,-120.5
32,95488,39.7,-123.7
29.6,95366,37.76,-121.12
35.3,95333,37.3,-120.2
27.6,95355,37.67,-120.94
28.5,95545,40.247,-124.122
27.9,95547,40.54,-124.09
24.1,94703,37.87,-122.27
24.1,94929,38.25,-122.97
34,95250,38.2,-120.5
20.9,94516,37.83,-122.16
25.8,95472,38.4,-122.9
21,94507,37.8,-122.1
21.3,95030,37.23,-122
27.2,95450,38.5,-123.2
30.7,95680,38.2,-121.6
35.1,95234,37.9,-121.4
25.1,95041,37.051,-122.057
18,95070,37.27,-122.05
25.7,95212,38.04,-121.21
14.6,94123,37.8,-122.44
22.6,95124,37.26,-121.93
19.5,94306,37.41,-122.13
29.8,95482,39.1,-123.3
18.8,94027,37.45,-122.2
25.1,95648,38.9,-121.3
28.1,95010,36.98,-121.95
33.9,93960,36.4,-121.3
33.6,95322,37.1,-121
26.7,95219,38.03,-121.42
29.9,94804,37.92,-122.34
29.3,95325,37.4,-120.2
19.4,94002,37.51,-122.3
19.6,94402,37.54,-122.33
38.7,95202,37.96,-121.29
32.7,95645,38.9,-121.8
20.3,94552,37.7,-122
16.5,95054,37.4,-121.96
32.6,95301,37.32,-120.63
22.7,94517,37.89,-121.89
28,95692,39,-121.4
26.8,95614,38.89,-120.98
33.8,95464,39.13,-122.84
30,93907,36.8,-121.7
27.4,94541,37.67,-122.11
35.6,93905,36.68,-121.62
28.9,95673,38.69,-121.47
26,94952,38.2,-122.8
29.8,95629,38.5,-120.7
28.4,95652,38.66,-121.4
32,95249,38.2,-120.6
29.4,95017,37.07,-122.23
33.9,95231,37.88,-121.29
27.5,95460,39.3,-123.7
24.2,95391,37.78,-121.56
20.4,94102,37.78,-122.42
13.8,95211,37.981,-121.309
29.4,95554,40.3,-123.8
17.8,94087,37.35,-122.03
28.9,95632,38.3,-121.3
27.5,95610,38.69,-121.27
32,95336,37.82,-121.2
22.9,94521,37.95,-121.96
24.7,94940,38.2,-122.9
28,95456,39.3,-123.7
23.6,94956,38.07,-122.8
28.1,95209,38.05,-121.35
31.6,95303,37.49,-120.65
30.8,95376,37.73,-121.43
32.8,95435,39,-123
27.1,94534,38.2,-122.1
21.3,94904,37.95,-122.55
29,95345,37.6,-119.96
25.1,94805,37.94,-122.3
29.6,95468,38.9,-123.6
33.6,93926,36.5,-121.4
24.9,95033,37.2,-122
29.8,94128,37.62,-122.38
15.5,94127,37.73,-122.46
28.1,95528,40.5,-123.9
28.5,95311,37.7,-120
17.3,95035,37.44,-121.84
31.5,95463,39.1,-123.5
27.1,95364,38.1,-119.7
31,95641,38.17,-121.6
23.3,95119,37.23,-121.79
23,94019,37.5,-122.4
30.4,95386,37.7,-120.6
20.4,94005,37.69,-122.42
15.6,94104,37.791,-122.402
26.4,95372,37.99,-120.26
19,95051,37.35,-121.98
22.5,94130,37.81,-122.35
30.2,94589,38.14,-122.25
20.6,94708,37.9,-122.25
24.2,95409,38.45,-122.62
30.3,95230,38,-120.8
30.4,93901,36.66,-121.65
15.4,94129,37.8,-122.46
34.8,95428,39.7,-123.1
19.4,94704,37.87,-122.25
29.2,95679,38.923,-122.329
27.9,95642,38.3,-120.8
29.9,95357,37.68,-120.88
26.2,95682,38.6,-121
38,95568,41.5,-123.5
25.7,94612,37.81,-122.27
28.6,95242,38.1,-121.4
26.6,95619,38.68,-120.82
24.9,95497,38.73,-123.47
26.9,94951,38.32,-122.64
29.7,95514,40.3,-123.7
28.6,95685,38.4,-120.7
29.2,95223,38.28,-120.32
35.6,95595,40.1,-123.4
20.6,94706,37.89,-122.29
18.2,95064,36.99,-122.06
25.7,95346,38.08,-120.17
21.6,94568,37.72,-121.91
22.3,94611,37.83,-122.22
30.3,95337,37.7,-121.2
31.8,95567,41.94,-124.14
23.8,94803,37.95,-122.27
25.2,95066,37.07,-122.01
20.2,95121,37.3,-121.81
26.9,94520,37.97,-122.04
27,95667,38.8,-120.6
32.9,95312,37.44,-120.63
33.8,93927,36.2,-121.4
31.6,95313,37.44,-121.03
17.5,94582,37.76,-121.92
26.8,95377,37.7,-121.6
24.3,94946,38.05,-122.69
25.6,95683,38.5,-121.1
27.4,93933,36.68,-121.79
28.6,94576,38.565,-122.477
26.1,95116,37.35,-121.85
24.1,95128,37.32,-121.93
23.1,94972,38.31,-122.93
21.7,94705,37.86,-122.26
17.6,95135,37.3,-121.7
30.9,95334,37.3,-120.8
17.9,95132,37.43,-121.8
30.5,95688,38.4,-122
18.8,94103,37.78,-122.41
26.9,95403,38.51,-122.76
24.3,94580,37.68,-122.14
26.7,95525,41,-123.8
24.3,95630,38.67,-121.15
27.1,95560,40.13,-123.85
29.6,95023,36.9,-121.2
32.3,95494,38.9,-123.3
27.8,95338,37.5,-120
28.6,95674,38.96,-121.49
26,95537,40.725,-124.217
26,95549,40.6,-123.9
28.1,95005,37.09,-122.09
30.8,95348,37.4,-120.5
29,95691,38.6,-121.6
26.1,95046,37.09,-121.6
26.2,95140,37.4,-121.7
24.3,95126,37.32,-121.91
20.2,94070,37.5,-122.27
24.7,94938,38.014,-122.7
16.6,94115,37.79,-122.44
14.1,94121,37.8,-122.7
27.7,95306,37.4,-120.1
19.5,95133,37.37,-121.86
32.5,95257,38.4,-120.4
26.3,94544,37.64,-122.06
24.3,94519,37.99,-122
24.8,95650,38.82,-121.18
19.5,94709,37.88,-122.27
26.9,94578,37.71,-122.13
28.2,95007,37.2,-122.2
22.2,95136,37.27,-121.84
23.5,94508,38.59,-122.47
28.6,95553,40.234,-123.819
31.5,95340,37.4,-120.4
19.7,95120,37.17,-121.84
24.3,93921,36.5449,-121.9257
18.9,94010,37.57,-122.37
40.8,93728,36.76,-119.82
21.8,94925,37.93,-122.51
30.5,95324,37.39,-120.89
22.3,94950,38.05,-122.8
27.9,95326,37.59,-120.84
21.7,94025,37.46,-122.18
23.5,95125,37.31,-121.9
31.8,95387,37.549,-121.2
28.5,95573,40.9,-123.6
32.7,95531,41.8,-124.1
33.8,95206,37.9,-121.4
27.9,95631,39.1,-120.8
30.6,93928,36.2,-121.1
16.9,94404,37.55,-122.27
19.7,94556,37.84,-122.12
26,95003,37.01,-121.88
32.1,95240,38.2,-121.1
25.2,94503,38.2,-122.23
26.9,95562,40.4,-124.1
26,95065,37.03,-121.98
37.5,95205,37.96,-121.26
27,95536,40.5,-124.3
30.1,95426,38.81,-122.73
27,94063,37.5,-122.21
29.4,95625,38.35,-121.92
33.5,94590,38.1,-122.25
30,95695,38.8,-121.9
28.3,95323,37.6,-120.7
28.6,95542,40.2,-123.8
30.9,94512,38.12,-121.84
20.6,94588,37.7,-121.9
24,94550,37.4,-121.6
23.7,94945,38.13,-122.56
28.7,95004,36.88,-121.63
26.2,94561,38.01,-121.69
21.3,95113,37.334,-121.891
31.5,95236,38,-121
26.8,95439,38.49,-122.78
16.7,94555,37.55,-122.08
23.8,94610,37.81,-122.24
28.6,95412,38.7,-123.3
25.9,95448,38.7,-122.9
27.9,95421,38.6,-123.2
30.2,95437,39.5,-123.7
25.2,93950,36.62,-121.92
19.5,94028,37.37,-122.21
31,93906,36.72,-121.63
21.4,95130,37.29,-121.98
26.9,95492,38.53,-122.82
19.4,95138,37.25,-121.74
28,95316,37.5,-120.7
25.8,94922,38.34,-122.94
27.7,95318,37.675,-119.781
27.1,95501,40.8,-124.14
23,94949,38.07,-122.54
24,94553,38,-122.1
23.5,94060,37.2,-122.3
23.4,95118,37.26,-121.89
25.2,94531,37.96,-121.78
30.8,95423,39.1,-122.6
29.4,95462,38.46,-123.01
20.1,94563,37.87,-122.19
29.1,94509,38,-121.81
13.2,94122,37.76,-122.48
26.2,95603,38.9,-121.1
25.5,95655,38.55,-121.28
26.9,94592,38.1,-122.27
30.1,95251,38.1,-120.46
21.1,94941,37.9,-122.57
22.6,95008,37.28,-121.94
25,94933,38.015,-122.691
20.1,94583,37.77,-121.99
28.2,95361,37.8,-120.7
29.4,95646,38.69,-120.07
31,95627,38.7,-122
26.7,95335,38.1,-120.2
21.8,94618,37.85,-122.24
26.7,95623,38.62,-120.83
20.9,94920,37.89,-122.47
36.8,95365,37.31,-120.29
21.3,94041,37.39,-122.07
29.5,95258,38.17,-121.31
27.4,95370,38,-120.4
32.5,95458,39.09,-122.77
14.6,94133,37.8,-122.44
23.2,94518,37.95,-122.02
29,95636,38.63,-120.48
31.8,95607,38.8,-122.1
27.6,95693,38.4,-121.2
31.2,95328,37.56,-120.91
25.7,94954,38.2,-122.6
25.1,94928,38.34,-122.7
26.9,94511,38.05,-121.63
15.9,94720,37.87,-122.26
27,94514,37.84,-121.62
32.7,95317,37.13,-120.52
28.6,94558,38.5,-122.3
20.2,94506,37.82,-121.92
24.6,94970,37.94,-122.69
30.1,95210,38.03,-121.3
24.2,95661,38.74,-121.26
20,94403,37.54,-122.3
30.7,95640,38.3,-120.9
24.4,95112,37.34,-121.88
24.4,94569,38.04,-122.18
25.2,95602,38.99,-121.1
27.7,95441,38.7,-123.1
25.5,94505,37.88,-121.59
30.8,95493,39.2,-122.99
30.3,95228,37.9,-120.7
28.8,95626,38.74,-121.47
27.8,95420,39.37,-123.8
26.6,95375,38.198,-120.01
27.4,95436,38.5,-122.91
27.5,94607,37.81,-122.3
26.3,95013,37.213,-121.735
15.8,94134,37.72,-122.41
21.8,94579,37.69,-122.15
32,95653,38.679,-121.97
23.6,94937,38.1,-122.9
34.6,93722,36.8,-119.88
24.8,94963,38.014,-122.667
21.4,94957,37.96,-122.56
32.5,95639,38.372,-121.516
22,94566,37.65,-121.86
24.2,93923,36.4,-121.8
27.2,95670,38.6,-121.27
29,95471,38.52,-123.01
30.1,95367,37.73,-120.94
28.9,95486,38.471,-123.027
29,95368,37.7,-121.09
15.8,94305,37.42,-122.17
22.2,94021,37.27,-122.28
26.1,95476,38.2,-122.5
26,95442,38.4,-122.51
25.2,95405,38.44,-122.67
27.2,95401,38.45,-122.78
33,93925,36.62,-121.41
30.7,95307,37.56,-120.96
32.2,95543,41.8,-123.8
32.5,95454,39.8,-123.6
20.7,94085,37.39,-122.02
29.9,95666,38.6,-120.3
29.4,95075,36.9,-121.2
34.5,94603,37.74,-122.17
36.8,95548,41.6,-123.9
31.4,95227,38.19,-121.085
30.9,95451,38.9,-122.8
28,95570,41.2,-124
34.7,95341,37.2,-120.5
21.5,94960,38,-122.59
28.8,95469,39.4,-123
24.9,95658,38.87,-121.15
27.6,93730,36.93,-119.75
29.4,95461,38.8,-122.6
26.2,95060,37,-122.1
31.4,95358,37.6,-121.1
26.3,95465,38.4,-123.02
31.7,95587,40.005,-123.791
27.5,95018,37.07,-122.07
31.2,95485,39.2,-122.9
29.4,95689,38.5,-120.5
36.3,95686,38.224,-121.422
23.1,95616,38.56,-121.82
29.7,94567,38.7,-122.4
34,93723,36.79,-119.95
27.3,95356,37.72,-121.04
29.5,95467,38.8,-122.55
29.6,95635,38.9,-120.91
29,95350,37.67,-121.01
20.5,94530,37.91,-122.3
26.4,95404,38.5,-122.6
29.3,94559,38.2,-122.3
33.2,95315,37.43,-120.79
26.2,95662,38.68,-121.23
15.6,94112,37.72,-122.44
24.8,93940,36.58,-121.84
30.7,95204,37.98,-121.32
29.4,95571,40.33,-123.93
14,94158,37.77,-122.391
21.3,94523,37.95,-122.08
25.1,95663,38.85,-121.18
28.1,94510,38.12,-122.13
30.1,93955,36.63,-121.82
27.6,94573,38.48,-122.43
20.1,94547,38.01,-122.25
33.4,95319,37.67,-120.89
22.2,95050,37.35,-121.95
31.7,95369,37.5,-120.4
31.4,97128,45.2,-123.3
29.6,96093,40.75,-122.94
26.5,95826,38.54,-121.39
36.8,97364,44.98,-123.99
19.3,96705,21.903,-159.587
32,95984,40,-121.1
30.6,97338,44.9,-123.4
30.8,95935,39.37,-121.19
28.5,96771,19.551,-155.107
24.1,95762,38.7,-121.1
33.8,97322,44.6,-123
34.8,97443,43.3,-122.6
34.7,97531,42.22,-123.62
29.1,97439,44.1,-124
24.9,95818,38.56,-121.49
29.9,95699,38.4407,-120.8553
29.5,97045,45.3,-122.5
31.6,97434,43.6,-122.7
37.4,97414,42.97,-124.16
35.8,96086,41.9,-123.1
28.5,96106,39.8,-120.6
22.4,96720,19.7,-155.2
30.8,96097,41.8,-122.7
30.2,97371,45,-123.2
30.8,97009,45.42,-122.34
28.5,97116,45.6,-123.2
22.9,97210,45.55,-122.73
35.7,97495,43.29,-123.32
32.8,95937,38.889,-121.974
24.6,96751,22.12,-159.31
32.2,95970,39.43,-122.07
28,97266,45.48,-122.56
28,96088,40.5,-121.8
29.4,95832,38.42,-121.5
31.4,95910,39.5,-120.7
34.1,97411,43.1,-124.4
30.5,96091,41.1,-122.7
31.2,96101,41.6,-120.7
30.6,95823,38.47,-121.44
30,97013,45.2,-122.7
31.3,95961,39,-121.5
33.7,96717,21.57,-157.92
29.9,97455,43.97,-122.94
34,97367,44.9,-123.9
31.9,97014,45.6,-122.1
23.4,96793,20.9,-156.5
31.1,95954,39.9,-121.5
23.8,97214,45.51,-122.64
32.1,97412,44.2,-123.6
30.4,96115,41.8,-120.1
23.9,97221,45.5,-122.73
27.9,96016,40.93,-121.58
32.1,97050,45.69,-120.74
34.1,96029,39.9,-122.6
26.4,97405,43.9,-123.1
24.6,95864,38.59,-121.38
28,96772,19,-155.6
35.5,97423,43.2,-124.1
29,95841,38.66,-121.35
31.4,95947,40.2,-120.9
28.6,95827,38.56,-121.32
28.7,96785,19.433,-155.234
35.7,97380,44.8,-123.9
23.5,96818,21.35,-157.93
32.9,95815,38.61,-121.45
34.5,97435,43.8,-123.4
28.4,97535,42.27,-122.81
29.4,97438,43.9,-122.6
34.8,97394,44.4,-124
21.6,96783,19.84,-155.1
29.4,97522,42.5,-122.5
31.4,96046,40.7,-123.4
29.4,97488,44.1,-122.4
24.5,96740,19.7,-155.8
31.5,97498,44.32,-124.02
25.2,97213,45.54,-122.6
28.4,96040,40.8,-121.5
29.4,96020,40.3,-121.3
31.5,95920,39.46,-121.93
27.7,96087,40.6,-122.49
29.1,97089,45.42,-122.45
28.6,95833,38.63,-121.55
34.8,97368,45,-123.9
25.3,97035,45.41,-122.72
27.3,97223,45.45,-122.8
32.1,95914,39.42,-121.36
29.7,97493,43.9,-124
30.1,97326,44.6,-123.6
28.7,97451,43.8,-123.3
30.7,95932,39.3,-122
23.8,96146,39.18,-120.22
35.3,96090,40.026,-122.123
24.9,97225,45.5,-122.78
23.9,96796,21.956,-159.665
23.4,95835,38.67,-121.53
33.4,97365,44.7,-124
24.2,96725,19.6,-155.8
33.6,97037,45,-121.2
28.5,97404,44.11,-123.13
34.7,96085,41.75,-123
30.1,96126,39.6,-120.3
25,95758,38.43,-121.44
23.2,96755,20.24,-155.8
31.2,96017,41.1,-122.4
29.9,97501,42.3,-122.9
29.1,96069,40.7,-122
30.4,97028,45.3,-121.74
30.5,96128,40.35,-120.4
22.8,97239,45.49,-122.69
36.9,97429,42.9,-123.1
19.5,96821,21.3,-157.75
32.9,97538,42.4,-123.7
32.6,96703,22.16,-159.32
29.1,97448,44.2,-123.3
30.3,95953,39.2,-121.8
32.9,97344,44.9,-123.6
34.9,97523,42.1,-123.6
32.4,97465,42.7,-124.4
31.6,96025,41.2,-122.3
30.1,96118,39.6,-120.2
27.9,95822,38.51,-121.5
30.9,96110,41.4,-120.1
26.9,97217,45.59,-122.71
31.4,95838,38.65,-121.44
28.7,97218,45.58,-122.59
24,96716,21.91,-159.588
23.4,97219,45.45,-122.7
19.2,96763,20.8,-156.9
28.8,97489,44.2,-122.6
29.3,97123,45.4,-123
25.6,95722,39,-121.03
31,96068,41.098,-121.18
24.1,96813,21.31,-157.85
27.6,97019,45.5,-122.1
25.6,95959,39.4,-120.8
26.6,95834,38.64,-121.52
28.7,97146,46.1,-123.9
29.3,96056,41,-121.1
25.7,95703,38.99,-121
22.9,97201,45.51,-122.69
24.6,96140,39.227,-120.083
30.2,96125,39.7,-120.7
32.9,95965,39.6,-121.6
27,97140,45.3,-122.9
33.6,97306,44.84,-123.09
28.6,95918,39.3,-121.3
27.6,95828,38.49,-121.4
32.2,97022,45.34,-122.31
29.9,97027,45.39,-122.6
33.7,95941,39.6,-121.2
24.9,96744,21.45,-157.84
28.1,96047,40.5,-122.7
28.3,95971,39.9,-121
32.7,97459,43.4,-124.1
33.1,97302,44.91,-123.05
30.8,97004,45.24,-122.47
31.8,97480,44.1,-123.8
32.7,97385,44.86,-122.74
27.3,95986,39.35,-120.81
18.9,96860,21.34,-157.95
36.3,97345,44.4,-122.6
29.8,95814,38.58,-121.49
31.6,96022,40.4,-122.4
30,96108,41.8,-120.3
33.6,97420,43.4,-124.1
27.5,97008,45.46,-122.8
29.5,97402,44,-123.2
31.1,97042,45.21,-122.55
28.6,95942,40,-121.5
34.4,97499,43.6,-123.3
27.6,95701,39.22,-120.8
25.6,96791,21.56,-158.12
31.9,95934,40.07,-120.93
30.7,97145,45.875,-123.961
30.1,96094,41.4,-122.4
